title	year	Director1	Genre1	Genre2	Genre3	stars
Brokedown Palace (1999)	1999	Jonathan Kaplan	Thriller	Mystery	Drama	6
Mr. Smith Goes to Washington (1939)	1939	Frank Capra	Drama	Comedy	None	8
Big Bad Wolf (2006)	2006	Lance W. Dreesen	Horror	Comedy	None	5
Monte Carlo (2011)	2011	Thomas Bezucha	Family	Comedy	Adventure	6
Tabu: A Story of the South Seas (1931)	1931	F.W. Murnau	Adventure	Romance	Drama	8
Tapped Out (2014)	2014	Allan Ungar	Sport	Drama	Action	5
Aakrosh (2010)	2010	Priyadarshan	Drama	Crime	Action	7
Love and Other Catastrophes (1996)	1996	Emma-Kate Croghan	Romance	Comedy	None	6
The Killing of Sister George (1968)	1968	Robert Aldrich	Drama	None	None	7
Balls of Fury (2007)	2007	Robert Ben Garant	Sport	Crime	Comedy	5
Two If by Sea (1996)	1996	Bill Bennett	Romance	Crime	Comedy	5
Diggers (2006)	2006	Katherine Dieckmann	Drama	Comedy	None	6
The House of the Devil (2009)	2009	Ti West	Horror	None	None	6
Love Never Dies (2012/II)	2012	Brett Sullivan	Musical	Music	Drama	7
Infinitely Polar Bear (2014)	2014	Maya Forbes	Romance	Drama	Comedy	7
Sweeney Todd: The Demon Barber of Fleet Street (1982) (TV)	1982	Terry Hughes	Thriller	Drama	Musical	8
Home Fries (1998)	1998	Dean Parisot	Drama	Romance	Comedy	5
Justin and the Knights of Valour (2013)	2013	Manuel Sicilia	Family	Adventure	Animation	6
Nobody Walks (2012)	2012	Ry Russo-Young	Drama	None	None	5
The Prisoner of Zenda (1937)	1937	John Cromwell	Romance	Drama	Adventure	8
X the Unknown (1956)	1956	Leslie Norman	Sci-Fi	Horror	None	6
Assassination Games (2011)	2011	Ernie Barbarash	Drama	Crime	Action	6
Scooby-Doo and the Loch Ness Monster (2004) (V)	2004	Scott Jeralds	Mystery	Comedy	Animation	7
Picnic (1955)	1955	Joshua Logan	Romance	Drama	None	7
Brazil (1985)	1985	Terry Gilliam	Sci-Fi	Drama	None	8
Went the Day Well? (1942)	1942	Alberto Cavalcanti	War	Thriller	None	8
Luck (2009/I)	2009	Soham Shah	Drama	Adventure	Action	5
Like Someone in Love (2012)	2012	Abbas Kiarostami	Drama	None	None	7
The Hunters (2011)	2011	Chris Briant	Thriller	Horror	Crime	4
Mass Effect: Paragon Lost (2012) (V)	2012	Atsushi Takeuchi	Sci-Fi	Action	Animation	6
Gladiator (2000)	2000	Ridley Scott	Romance	Drama	Action	8
Sherlock Holmes and the Voice of Terror (1942)	1942	John Rawlins	Mystery	Thriller	Crime	7
In Which We Serve (1942)	1942	Noël Coward	War	Drama	None	7
Crime Wave (1953)	1953	André De Toth	Film-Noir	Drama	Crime	7
Urban Justice (2007) (V)	2007	Don E. FauntLeRoy	Thriller	Crime	Action	5
eXistenZ (1999)	1999	David Cronenberg	Thriller	Sci-Fi	Horror	7
Teddy Bear (2012/I)	2012	Mads Matthiesen	Drama	None	None	7
Welcome to the Jungle (2007) (V)	2007	Jonathan Hensleigh	Horror	None	None	4
My Date with Drew (2004)	2004	Jon Gunn	Documentary	None	None	7
Lulu on the Bridge (1998)	1998	Paul Auster	Mystery	Music	Drama	6
Lust for Life (1956)	1956	Vincente Minnelli	Drama	Biography	None	7
Cinderella (2015/I)	2015	Kenneth Branagh	Fantasy	Family	Drama	7
Ferris Bueller's Day Off (1986)	1986	John Hughes	Comedy	None	None	8
The Recruit (2003)	2003	Roger Donaldson	Drama	Crime	Action	7
Brainstorm (1983)	1983	Douglas Trumbull	Thriller	Sci-Fi	Romance	6
Anvil: The Story of Anvil (2008)	2008	Sacha Gervasi	Drama	Biography	Documentary	8
Marmaduke (2010)	2010	Tom Dey	Family	Comedy	None	4
Arlington Road (1999)	1999	Mark Pellington	Thriller	Drama	Crime	7
Red Hot Riding Hood (1943)	1943	Tex Avery	Short	Comedy	Animation	8
Multiplicity (1996)	1996	Harold Ramis	Sci-Fi	Romance	Comedy	6
Local Hero (1983)	1983	Bill Forsyth	Drama	Comedy	None	8
How to Be a Player (1997)	1997	Lionel C. Martin	Comedy	None	None	5
Yossi (2012)	2012	Eytan Fox	Romance	Drama	None	7
High Plains Drifter (1973)	1973	Clint Eastwood	Western	Mystery	None	8
Frostbite (2005) (V)	2005	Jonathan Schwartz	Comedy	None	None	3
Princesas (2005)	2005	Fernando León de Aranoa	Drama	None	None	7
I Am a Sex Addict (2005)	2005	Caveh Zahedi	Romance	Comedy	Biography	6
The Killing Room (2009)	2009	Jonathan Liebesman	Thriller	Mystery	None	6
New York Stories (1989)	1989	Woody Allen	Romance	Drama	Comedy	6
Teeth (2007/I)	2007	Mitchell Lichtenstein	Horror	Fantasy	Comedy	5
One Last Thing... (2005)	2005	Alex Steyermark	Drama	Comedy	None	7
Kazaam (1996)	1996	Paul Michael Glaser	Fantasy	Family	Comedy	3
Solitary Man (2009)	2009	Brian Koppelman	Romance	Drama	Comedy	6
The Last Legion (2007)	2007	Doug Lefler	Fantasy	Adventure	Action	5
Puss in Boots: The Three Diablos (2012) (V)	2012	Raman Hui	Adventure	Short	Animation	7
Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005)	2005	Randall Miller	Musical	Drama	Comedy	7
Foreign Correspondent (1940)	1940	Alfred Hitchcock	Thriller	Romance	Action	8
Bus Stop (1956)	1956	Joshua Logan	Romance	Drama	Comedy	7
Dead Mary (2007) (V)	2007	Robert Wilson	Horror	None	None	4
Blackhat (2015)	2015	Michael Mann	Drama	Crime	Action	5
Friday the 13th Part VII: The New Blood (1988)	1988	John Carl Buechler	Horror	None	None	5
Kids in America (2005)	2005	Josh Stolberg	Comedy	None	None	6
Lola (1961)	1961	Jacques Demy	Romance	Drama	None	8
Krrish (2006)	2006	Rakesh Roshan	Romance	Adventure	Action	6
Your Friends & Neighbors (1998)	1998	Neil LaBute	Drama	Comedy	None	6
The Victim (2011)	2011	Michael Biehn	Thriller	None	None	4
Who's Minding the Store? (1963)	1963	Frank Tashlin	Comedy	None	None	7
Agora (2009)	2009	Alejandro Amenábar	History	Drama	Adventure	7
Scream 2 (1997)	1997	Wes Craven	Mystery	Horror	None	6
The Four Musketeers (1974)	1974	Richard Lester	Romance	History	Adventure	7
Perfect Creature (2006)	2006	Glenn Standring	Fantasy	Drama	Action	6
The Fluffer (2001)	2001	Richard Glatzer	Romance	Comedy	Drama	6
Hellzapoppin' (1941)	1941	H.C. Potter	Musical	Comedy	None	8
A League of Their Own (1992)	1992	Penny Marshall	Sport	Drama	Comedy	7
Lemming (2005)	2005	Dominik Moll	Thriller	Mystery	Drama	7
Mozart and the Whale (2005)	2005	Petter Næss	Romance	Drama	Comedy	7
Junior Bonner (1972)	1972	Sam Peckinpah	Western	Drama	None	7
The Best Man Holiday (2013)	2013	Malcolm D. Lee	Drama	Comedy	None	7
Advise & Consent (1962)	1962	Otto Preminger	Thriller	Drama	None	8
Of Mice and Men (1939)	1939	Lewis Milestone	Drama	None	None	8
Innocence (2000)	2000	Paul Cox	Drama	None	None	8
Marked for Death (1990)	1990	Dwight H. Little	Crime	Adventure	Action	6
Requiem for a Dream (2000)	2000	Darren Aronofsky	Drama	None	None	8
Friendly Persuasion (1956)	1956	William Wyler	Western	War	Drama	8
Kiss of Death (1947)	1947	Henry Hathaway	Film-Noir	Drama	Crime	8
The 300 Spartans (1962)	1962	Rudolph Maté	History	Drama	Adventure	7
Tony Manero (2008)	2008	Pablo Larraín	Drama	Crime	None	7
Master and Commander: The Far Side of the World (2003)	2003	Peter Weir	Drama	Adventure	Action	7
Senso (1954)	1954	Luchino Visconti	Romance	History	Drama	8
Ernest Goes to Camp (1987)	1987	John R. Cherry III	Comedy	Family	None	6
Dhoom (2004)	2004	Sanjay Gadhvi	Thriller	Adventure	Action	7
The Light Bulb Conspiracy (2010)	2010	Cosima Dannoritzer	Documentary	None	None	8
Rudy (1993)	1993	David Anspaugh	Sport	Drama	Biography	8
The Vanishing (1993)	1993	George Sluizer	Mystery	Horror	Drama	6
A Patch of Blue (1965)	1965	Guy Green	Romance	Drama	None	8
Masterminds (1997)	1997	Roger Christian	Thriller	Comedy	Action	5
Dirty Movie (2011)	2011	Jerry Daigle	Comedy	None	None	3
The Marc Pease Experience (2009)	2009	Todd Louiso	Music	Drama	Comedy	4
Due Date (2010)	2010	Todd Phillips	Comedy	Adventure	None	7
The Saratov Approach (2013)	2013	Garrett Batty	Drama	Action	None	6
The Pianist (2002)	2002	Roman Polanski	War	Drama	Biography	8
Bad Words (2013)	2013	Jason Bateman	Drama	Comedy	None	7
Cimarron (1931)	1931	Wesley Ruggles	Western	Drama	None	6
44 Inch Chest (2009)	2009	Malcolm Venville	Drama	Crime	None	6
Lifeboat (1944)	1944	Alfred Hitchcock	War	Thriller	None	8
Paan Singh Tomar (2012)	2012	Tigmanshu Dhulia	Crime	Biography	Action	8
My Date with the President's Daughter (1998) (TV)	1998	Alex Zamm	Romance	Family	Comedy	6
We're the Millers (2013)	2013	Rawson Marshall Thurber	Crime	Comedy	None	7
The Palm Beach Story (1942)	1942	Preston Sturges	Comedy	Romance	None	8
The Limey (1999)	1999	Steven Soderbergh	Mystery	Drama	Crime	7
Harry Potter and the Deathly Hallows: Part 1 (2010)	2010	David Yates	Fantasy	Family	Adventure	8
The Tree (2010/I)	2010	Julie Bertuccelli	Romance	Drama	None	7
The Falcon and the Snowman (1985)	1985	John Schlesinger	Drama	Crime	Biography	7
Die unendliche Geschichte (1984)	1984	Wilhelm Bittorf	Documentary	None	None	7
Chinatown (1974)	1974	Roman Polanski	Thriller	Mystery	Drama	8
R.I.P.D. (2013)	2013	Robert Schwentke	Fantasy	Comedy	Action	6
Jiro Dreams of Sushi (2011)	2011	David Gelb	Documentary	None	None	8
Up in the Air (2009/I)	2009	Jason Reitman	Romance	Drama	None	7
Sleepless in Seattle (1993)	1993	Nora Ephron	Romance	Drama	Comedy	7
Not Another Teen Movie (2001)	2001	Joel Gallen	Comedy	None	None	6
Umberto D. (1952)	1952	Vittorio De Sica	Drama	None	None	8
Blank Check (1994)	1994	Rupert Wainwright	Family	Crime	Comedy	5
The Greatest Game Ever Played (2005)	2005	Bill Paxton	Sport	History	Drama	8
He's Just Not That Into You (2009)	2009	Ken Kwapis	Romance	Drama	Comedy	6
A Good Man (2014) (V)	2014	Keoni Waxman	Thriller	Crime	Action	5
Lassie (1994)	1994	Daniel Petrie	Adventure	Family	None	6
Scarecrow (1973)	1973	Jerry Schatzberg	Drama	None	None	7
Rear Window (1998) (TV)	1998	Jeff Bleckner	Mystery	Drama	Crime	6
Aloft (2014)	2014	Claudia Llosa	Drama	None	None	5
Gascoigne (2015)	2015	Jane Preston	Sport	Biography	Documentary	7
Hornblower: The Duchess and the Devil (1999) (TV)	1999	Andrew Grieve	War	Drama	Adventure	8
A Million Ways to Die in the West (2014)	2014	Seth MacFarlane	Western	Comedy	None	6
The Mosquito Coast (1986)	1986	Peter Weir	Thriller	Drama	Adventure	7
Ajami (2009)	2009	Scandar Copti	Drama	Crime	None	7
The Fighting Temptations (2003)	2003	Jonathan Lynn	Music	Drama	Comedy	6
Vertical Limit (2000)	2000	Martin Campbell	Drama	Adventure	Action	6
Vikingdom (2013)	2013	Yusry Abd Halim	Fantasy	Adventure	Action	3
Mulan (1998)	1998	Tony Bancroft	Family	Adventure	Animation	8
Kill Speed (2010)	2010	Kim Bass	Thriller	Crime	Action	4
Rossini (1997)	1997	Helmut Dietl	Comedy	None	None	6
Would You Rather (2012)	2012	David Guy Levy	Horror	None	None	6
Stealing Home (1988)	1988	Steven Kampmann	Sport	Romance	Drama	7
We Feed the World (2005)	2005	Erwin Wagenhofer	Documentary	None	None	8
On Golden Pond (1981)	1981	Mark Rydell	Drama	None	None	8
Fright Night (2011)	2011	Craig Gillespie	Horror	Comedy	None	6
The Parent Trap (1961)	1961	David Swift	Romance	Family	Comedy	7
The Pallbearer (1996)	1996	Matt Reeves	Romance	Comedy	None	5
Bravo Two Zero (1999) (TV)	1999	Tom Clegg	Drama	Adventure	Action	7
Unleashed (2005)	2005	Louis Leterrier	Drama	Crime	Action	7
The King (2005)	2005	James Marsh	Thriller	Drama	None	7
Main Aurr Mrs Khanna (2009)	2009	Prem Soni	Drama	Comedy	None	4
The Physician (2013)	2013	Philipp Stölzl	History	Drama	Adventure	7
Cobra (1986)	1986	George P. Cosmatos	Thriller	Crime	Action	6
American Psycho (2000)	2000	Mary Harron	Drama	Crime	None	8
Abraham Lincoln: Vampire Hunter (2012)	2012	Timur Bekmambetov	Horror	Fantasy	Action	6
Behaving Badly (2014)	2014	Tim Garrick	Comedy	None	None	4
L.A. Confidential (1997)	1997	Curtis Hanson	Mystery	Drama	Crime	8
Batman & Mr. Freeze: SubZero (1998) (V)	1998	Boyd Kirkland	Crime	Action	Animation	7
It Had to Be You (2000)	2000	Steven Feder	Romance	Comedy	None	6
Moontrap (1989)	1989	Robert Dyke	Sci-Fi	Horror	None	5
Finishing the Game: The Search for a New Bruce Lee (2007)	2007	Justin Lin	Comedy	None	None	6
Chasing Sleep (2000)	2000	Michael Walker	Thriller	Mystery	Horror	6
Heavy Weights (1995)	1995	Steven Brill	Family	Drama	Comedy	7
Abbott and Costello in the Foreign Legion (1950)	1950	Charles Lamont	Comedy	Adventure	None	7
A Simple Twist of Fate (1994)	1994	Gillies MacKinnon	Comedy	Drama	None	6
Bruce Lee: A Warrior's Journey (2000) (V)	2000	John Little	Biography	Action	Documentary	8
A Dog's Life (1918)	1918	Charles Chaplin	Comedy	Short	None	8
Tanner Hall (2009)	2009	Francesca Gregorini	Drama	None	None	6
The Evil That Men Do (1984)	1984	J. Lee Thompson	Thriller	Drama	Action	6
Mirror Mirror (2012/I)	2012	Tarsem Singh	Drama	Comedy	Adventure	6
The Expendables (2010)	2010	Sylvester Stallone	Thriller	Adventure	Action	6
Yossi & Jagger (2002)	2002	Eytan Fox	War	Romance	Drama	7
Thunderpants (2002)	2002	Peter Hewitt	Horror	Family	Comedy	4
A Haunted House 2 (2014)	2014	Michael Tiddes	Fantasy	Comedy	None	5
The Spirit of St. Louis (1957)	1957	Billy Wilder	Drama	Biography	Adventure	7
Resident Evil: Extinction (2007)	2007	Russell Mulcahy	Sci-Fi	Horror	Action	6
Texas Chainsaw 3D (2013)	2013	John Luessenhop	Thriller	Horror	None	5
Shrek 2 (2004)	2004	Andrew Adamson	Comedy	Adventure	Animation	7
Dead Again (1991)	1991	Kenneth Branagh	Mystery	Drama	Crime	7
Vampires: Los Muertos (2002)	2002	Tommy Lee Wallace	Thriller	Horror	Action	5
The Odd Life of Timothy Green (2012)	2012	Peter Hedges	Family	Drama	Comedy	7
Cry Freedom (1987)	1987	Richard Attenborough	History	Drama	Biography	8
Lili (1953)	1953	Charles Walters	Romance	Musical	Drama	8
El (1953)	1953	Luis Buñuel	Thriller	Drama	None	8
Deck the Halls (2006)	2006	John Whitesell	Family	Comedy	None	5
Beneath the Dark (2010)	2010	Chad Feehan	Thriller	Mystery	None	5
The MatchMaker (1997)	1997	Mark Joffe	Romance	Comedy	None	6
Wrong Turn (2003/I)	2003	Rob Schmidt	Thriller	Horror	None	6
Loch Ness (1996)	1996	John Henderson	Fantasy	Drama	Adventure	5
The Cat in the Hat (2003)	2003	Bo Welch	Family	Comedy	Adventure	4
Black Mass (2015)	2015	Scott Cooper	Drama	Crime	Biography	7
Equals (2015)	2015	Drake Doremus	Sci-Fi	Romance	Drama	6
Always Watching: A Marble Hornets Story (2015)	2015	James Moran	Horror	None	None	5
Memories (2013/III)	2013	Jeethu Joseph	Thriller	Mystery	None	8
Shaitan (2011)	2011	Bejoy Nambiar	Drama	Crime	Action	7
A Walk to Remember (2002)	2002	Adam Shankman	Romance	Drama	None	7
Parents (1989)	1989	Bob Balaban	Mystery	Horror	Comedy	6
Louder Than Bombs (2015)	2015	Joachim Trier	Drama	None	None	7
Running on Empty (1988)	1988	Sidney Lumet	Music	Drama	Crime	8
Philadelphia (1993)	1993	Jonathan Demme	Drama	None	None	8
Where Hope Grows (2014)	2014	Chris Dowling	Drama	None	None	6
From Beneath (2012)	2012	David Doucette	Thriller	None	None	6
Wyrmwood (2014)	2014	Kiah Roache-Turner	Horror	Comedy	None	6
We Own the Night (2007)	2007	James Gray	Thriller	Drama	Crime	7
Bad Johnson (2014)	2014	Huck Botko	Fantasy	Comedy	None	4
An American Werewolf in Paris (1997)	1997	Anthony Waller	Horror	Fantasy	Comedy	5
I, Madman (1989)	1989	Tibor Takács	Thriller	Horror	None	6
Les biches (1968)	1968	Claude Chabrol	Drama	None	None	7
Paraiso Travel (2008)	2008	Simon Brand	Drama	None	None	7
Riverworld (2003) (TV)	2003	Kari Skogland	Sci-Fi	Fantasy	None	5
Anchorman 2: The Legend Continues (2013)	2013	Adam McKay	Comedy	None	None	6
By the Gun (2014)	2014	James Mottern	Thriller	Drama	Crime	5
Date Movie (2006)	2006	Aaron Seltzer	Romance	Comedy	None	3
Syostry (2001)	2001	Sergey Bodrov	Drama	Crime	None	7
3 Men and a Baby (1987)	1987	Leonard Nimoy	Family	Drama	Comedy	6
Barbershop: The Next Cut (2016)	2016	Malcolm D. Lee	Drama	Comedy	None	6
Sergeant York (1941)	1941	Howard Hawks	History	Drama	Biography	8
Out in the Dark (2012)	2012	Michael Mayer	Thriller	Romance	Drama	8
Mohra (1994)	1994	Rajiv Rai	Thriller	Drama	Action	7
The Tony Blair Witch Project (2000) (V)	2000	Michael A. Martinez	Comedy	None	None	2
The Animatrix (2003)	2003	Peter Chung	Adventure	Action	Animation	7
Tinker Bell and the Legend of the NeverBeast (2014) (V)	2014	Steve Loter	Family	Adventure	Animation	7
The Haunting (1999)	1999	Jan de Bont	Mystery	Horror	Fantasy	5
Lovely & Amazing (2001)	2001	Nicole Holofcener	Romance	Drama	Comedy	7
Bloodsucking Bastards (2015)	2015	Brian James O'Connell	Horror	Comedy	None	6
Runner Runner (2013)	2013	Brad Furman	Thriller	Crime	None	6
Any Body Can Dance 2 (2015)	2015	Remo	Musical	None	None	6
Mudhalvan (1999)	1999	S. Shankar	Thriller	Drama	Action	8
Steamboat Bill, Jr. (1928)	1928	Charles Reisner	Drama	Comedy	Action	8
Fifty Dead Men Walking (2008)	2008	Kari Skogland	Thriller	Drama	None	7
The Little Rascals (1994)	1994	Penelope Spheeris	Romance	Family	Comedy	6
Le papillon (2002/I)	2002	Antoine Antin	Short	Animation	None	7
Mission: Impossible III (2006)	2006	J.J. Abrams	Thriller	Adventure	Action	7
Fertile Ground (2011)	2011	Adam Gierasch	Horror	None	None	5
Vuosaari (2012)	2012	Jenni Kaunisto	Short	Documentary	None	6
Soldiers of Fortune (2012)	2012	Maxim Korostyshevsky	Thriller	Action	None	4
Mungaru Male (2006)	2006	Yograj Bhat	Romance	Music	Comedy	8
Mercenary for Justice (2006) (V)	2006	Don E. FauntLeRoy	Thriller	Drama	Action	4
Blade (1998)	1998	Stephen Norrington	Horror	Action	None	7
Summer Rental (1985)	1985	Carl Reiner	Comedy	None	None	6
Who'll Stop the Rain (1978)	1978	Karel Reisz	Drama	Crime	Action	7
Almighty Thor (2011) (TV)	2011	Christopher Ray	Fantasy	Adventure	None	2
Sharktopus (2010) (TV)	2010	Declan O'Brien	Sci-Fi	Horror	Comedy	3
Vernon, Florida (1981)	1981	Errol Morris	Comedy	Documentary	None	7
Spice World (1997)	1997	Bob Spiers	Music	Family	Comedy	3
The Invisible (2007)	2007	David S. Goyer	Fantasy	Drama	Crime	6
Buddy (1997)	1997	Caroline Thompson	Drama	Comedy	Adventure	5
Red Dead Redemption (2010) (VG)	2010	Rod Edge	Crime	Adventure	Action	10
The Longest Day (1962)	1962	Ken Annakin	History	Drama	Action	8
Big Bad Mama (1974)	1974	Steve Carver	Crime	Comedy	Action	6
On the Beach (1959)	1959	Stanley Kramer	Sci-Fi	Romance	Drama	7
Out of Sight (1998)	1998	Steven Soderbergh	Romance	Drama	Crime	7
Miss You Already (2015)	2015	Catherine Hardwicke	Romance	Drama	Comedy	7
Fallen (2006) (TV)	2006	Mikael Salomon	Drama	Adventure	Action	7
Nacho Libre (2006)	2006	Jared Hess	Sport	Family	Comedy	6
Crossover (2006)	2006	Preston A. Whitmore II	Sport	Action	None	2
Hellboy (2004)	2004	Guillermo del Toro	Horror	Fantasy	Action	7
Memory Lane (2012/III)	2012	Shawn Holmes	Thriller	Sci-Fi	Crime	7
The Devil's Chair (2007/II)	2007	Adam Mason	Horror	None	None	5
My Babysitter's a Vampire (2010) (TV)	2010	Bruce McDonald	Fantasy	Comedy	Adventure	6
Outpost: Black Sun (2012)	2012	Steve Barker	Sci-Fi	Horror	Action	5
The Legacy (1978)	1978	Richard Marquand	Mystery	Horror	None	6
Ghost Dad (1990)	1990	Sidney Poitier	Fantasy	Family	Comedy	4
Murder, My Sweet (1944)	1944	Edward Dmytryk	Film-Noir	Drama	Crime	8
Dragonslayer (1981)	1981	Matthew Robbins	Fantasy	Adventure	Action	7
Hymypoika (2003)	2003	Petri Ylönen	Documentary	None	None	5
The Exterminator (1980)	1980	James Glickenhaus	Drama	Crime	Action	6
200 Cigarettes (1999)	1999	Risa Bramon Garcia	Romance	Drama	Comedy	6
Hot Pursuit (1987)	1987	Steven Lisberger	Comedy	None	None	6
Vera Cruz (1954)	1954	Robert Aldrich	Western	Adventure	None	7
Dinosaur 13 (2014)	2014	Todd Douglas Miller	Documentary	None	None	7
The Charge of the Light Brigade (1936)	1936	Michael Curtiz	Romance	Adventure	Action	7
Darna Mana Hai (2003)	2003	Prawaal Raman	Adventure	Horror	None	6
The Clique (2008) (V)	2008	Michael Lembeck	Family	Drama	Comedy	5
Wer (2013)	2013	William Brent Bell	Horror	Fantasy	Action	6
The Hours (2002)	2002	Stephen Daldry	Romance	Drama	None	8
Northmen - A Viking Saga (2014)	2014	Claudio Fäh	Adventure	Action	None	5
Lucifer Rising (1972)	1972	Kenneth Anger	Fantasy	Short	None	7
Matando Cabos (2004)	2004	Alejandro Lozano	Comedy	Adventure	Action	8
Flying Home (2014)	2014	Dominique Deruddere	Romance	Drama	None	6
Gayniggers from Outer Space (1992)	1992	Morten Lindberg	Sci-Fi	Short	Comedy	6
Joshua (2007)	2007	George Ratliff	Thriller	Horror	Drama	6
Payback: Straight Up (2006) (V)	2006	Brian Helgeland	Drama	Crime	Action	8
Original Sin (2001)	2001	Michael Cristofer	Romance	Mystery	Drama	6
The Dead Girl (2006)	2006	Karen Moncrieff	Mystery	Drama	Crime	7
Metro: Last Light (2013) (VG)	2013	Andrew Prokhorov	Sci-Fi	Action	None	8
A Kiss Before Dying (1956)	1956	Gerd Oswald	Mystery	Film-Noir	Crime	7
The Forgotten Ones (2009) (V)	2009	Jorg Ihle	Thriller	Horror	None	4
Omar (2013)	2013	Hany Abu-Assad	Thriller	Romance	Drama	8
Revolutionary Road (2008)	2008	Sam Mendes	Romance	Drama	None	7
Orange County (2002)	2002	Jake Kasdan	Drama	Comedy	None	6
1492: Conquest of Paradise (1992)	1992	Ridley Scott	Drama	Biography	Adventure	6
The Ghost and the Darkness (1996)	1996	Stephen Hopkins	Horror	Drama	Adventure	7
Frankenstein Must Be Destroyed (1969)	1969	Terence Fisher	Sci-Fi	Drama	Horror	7
Miss Nobody (2010)	2010	Abram Cox	Crime	Comedy	None	6
Camp Rock (2008) (TV)	2008	Matthew Diamond	Music	Family	Comedy	5
Ex (2009)	2009	Fausto Brizzi	Romance	Comedy	None	6
Ballermann 6 (1997)	1997	Gernot Roll	Comedy	None	None	5
Will (2011/I)	2011	Ellen Perry	Sport	Family	Drama	7
The Madagascar Penguins in a Christmas Caper (2005)	2005	Gary Trousdale	Comedy	Short	Animation	8
Grandma's Boy (2006)	2006	Nicholaus Goossen	Comedy	None	None	7
Triumph of the Spirit (1989)	1989	Robert M. Young	History	Drama	Biography	7
Mr. Popper's Penguins (2011)	2011	Mark Waters	Fantasy	Family	Comedy	6
Pee-wee's Big Adventure (1985)	1985	Tim Burton	Family	Comedy	Adventure	7
A Bag of Hammers (2011)	2011	Brian Crano	Drama	Comedy	None	7
Stir Crazy (1980)	1980	Sidney Poitier	Crime	Comedy	None	7
Bridesmaids (2011/I)	2011	Paul Feig	Romance	Comedy	None	7
El crimen del Padre Amaro (2002)	2002	Carlos Carrera	Romance	Drama	None	7
Christmas Vacation (1989)	1989	Jeremiah S. Chechik	Comedy	None	None	8
Demolition (2015)	2015	Jean-Marc Vallée	Drama	None	None	7
War of the Dead (2011/I)	2011	Marko Mäkilaakso	Horror	Adventure	Action	4
Au hasard Balthazar (1966)	1966	Robert Bresson	Drama	None	None	8
Den ofrivillige golfaren (1991)	1991	Lasse Åberg	Sport	Comedy	None	6
The Expendables 2 (2012)	2012	Simon West	Thriller	Adventure	Action	7
Bird on a Wire (1990)	1990	John Badham	Comedy	Action	None	6
The Friends of Eddie Coyle (1973)	1973	Peter Yates	Drama	Crime	None	8
Cat Run (2011)	2011	John Stockwell	Comedy	Action	None	6
Crazy People (1990)	1990	Tony Bill	Comedy	None	None	6
The Bells of St. Mary's (1945)	1945	Leo McCarey	Family	Drama	None	8
The Adjustment Bureau (2011)	2011	George Nolfi	Thriller	Sci-Fi	Romance	7
The Golden Compass (2007)	2007	Chris Weitz	Fantasy	Family	Adventure	6
The Seven-Ups (1973)	1973	Philip D'Antoni	Drama	Crime	Action	7
Lan Yu (2001)	2001	Stanley Kwan	Romance	Drama	None	7
Katma Deger Saban (1985)	1985	Kartal Tibet	Comedy	None	None	7
Cave of Forgotten Dreams (2010)	2010	Werner Herzog	History	Documentary	None	7
Whirlpool (1949)	1949	Otto Preminger	Film-Noir	Drama	Crime	7
Rebel Without a Cause (1955)	1955	Nicholas Ray	Drama	None	None	8
The Great McGinty (1940)	1940	Preston Sturges	Comedy	None	None	7
A Countess from Hong Kong (1967)	1967	Charles Chaplin	Romance	Comedy	None	6
Cop Car (2015)	2015	Jon Watts	Thriller	Crime	None	6
Serpico (1973)	1973	Sidney Lumet	Drama	Crime	Biography	8
Inkheart (2008)	2008	Iain Softley	Fantasy	Family	Adventure	6
Daddy's Little Girls (2007)	2007	Tyler Perry	Romance	Drama	None	5
Thanks for Sharing (2012)	2012	Stuart Blumberg	Drama	Comedy	None	6
The Mothman Prophecies (2002)	2002	Mark Pellington	Mystery	Horror	Drama	6
That's My Boy (2012)	2012	Sean Anders	Comedy	None	None	6
Dans la maison (2012)	2012	Michèle Bourgeot	Drama	Short	None	7
"The Death of ""Superman Lives"": What Happened? (2015)"	2015	Jon Schnepp	Documentary	None	None	7
Jhankaar Beats (2003)	2003	Sujoy Ghosh	Romance	Musical	Comedy	7
Back to the Future Part II (1989)	1989	Robert Zemeckis	Sci-Fi	Comedy	Adventure	8
Aileen Wuornos: The Selling of a Serial Killer (1992)	1992	Nick Broomfield	Crime	Documentary	None	7
Baby's Day Out (1994)	1994	Patrick Read Johnson	Crime	Comedy	Adventure	6
The Myth of the American Sleepover (2010)	2010	David Robert Mitchell	Romance	Drama	Comedy	6
Il postino (1994)	1994	Michael Radford	Drama	Comedy	Biography	8
Soldier's Girl (2003) (TV)	2003	Frank Pierson	Romance	Drama	Crime	8
The Killing Fields (1984)	1984	Roland Joffé	War	History	Drama	8
Desert Blue (1998)	1998	Morgan J. Freeman	Drama	None	None	6
O Brother, Where Art Thou? (2000)	2000	Joel Coen	Crime	Comedy	Adventure	8
Comedy Central Roast of James Franco (2013) (TV)	2013	Joel Gallen	Comedy	None	None	8
When in Rome (2010)	2010	Mark Steven Johnson	Romance	Comedy	None	6
Show People (1928)	1928	King Vidor	Romance	Comedy	None	8
Gone (2006/VI)	2006	Ringan Ledwidge	Thriller	Horror	Drama	5
Read It and Weep (2006) (TV)	2006	Paul Hoen	Family	Drama	Comedy	6
